domain,title,business_name,country,seo_score,tech_spend,crawled_at,technologies
creedse.com,"CREED Sports & Entertainment | Athlete Agent | Encino, CA",CREED Sports & Entertainment,,72,83991,2026-09-13T09:32:46.907862932Z,"['34SP.com', 'AWS WAF Challenge', 'About Cookies', 'Apture Linking Platform', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Coming Soon Page', 'Commoninja', 'DAV', 'Elfsight', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google My Business', 'Google Tag Manager', 'Gravity', 'InitiativeS', 'Instagram Follow Button', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Oddle', 'Pico CSS', 'QUIC', 'SMC', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8', 'University or College']"
atobcabs.com,A To B Cabs - Taxi | Doncaster,A To B Cabs,GBR,82,68535,2026-09-13T09:32:46.907233044Z,"['34SP.com', 'About Cookies', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Oddle', 'SMC', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8']"
rehanrjamil.com,Rehan R. Jamil,,,57,7500,2026-09-13T09:20:59.461304977Z,"['Angular', 'Content Delivery Network', 'Fireblade', 'Google My Business', 'Material-UI', 'Next.js', 'Pleroma', 'UTF-8', 'University or College', 'Vercel']"
healinglifeafterloss.com,"Healing Life After Loss | Certified Grief Educator | Humboldt County, CA",Healing Life After Loss,GBR,82,97050,2026-09-13T09:20:59.458422946Z,"['34SP.com', 'AWS WAF Challenge', 'About Cookies', 'Apture Linking Platform', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Commoninja', 'Cornerstone', 'DAV', 'Elfsight', 'Express', 'Financial Services Guide', 'Font Awesome', 'Google Analytics', 'Google My Business', 'Google Tag Manager', 'Harbor', 'Investor Relations', 'M247', 'Material-UI', 'NFOrce Internet', 'Negate', 'Network Advertising Initiative', 'OSS CDN', 'Oddle', 'Pico CSS', 'QUIC', 'SMC', 'Say what', 'Share Link', 'Tailwind CSS', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8', 'Underscores']"
mannimmigration.ca,Mann Immigration Services Brampton | Your Trusted Immigration Experts,Mann Immigration Services,USA,72,121521,2026-09-13T09:11:24.708742524Z,"['AWS WAF Challenge', 'About Cookies', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Coming Soon Page', 'Commoninja', 'DAV', 'Elfsight', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'InitiativeS', 'Instagram Follow Button', 'Investor Relations', 'M247', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'No-Q', 'Oddle', 'OpenAI', 'Perl', 'Pico CSS', 'Prospective', 'QUIC', 'RM Education', 'SMC', 'Thank You', 'Twitter Ads', 'Typeform', 'UENI', 'UTF-8', 'Underscores', 'University or College']"
realselflifecoach.com,Your Real Self - Self-Care & Confidence Life Coach in Brandywine,Your Real Self,VEN,92,128690,2026-09-13T09:00:17.095334755Z,"['34SP.com', 'AWS WAF Challenge', 'About Cookies', 'Cisco/Arrowpoint Content Service Switch', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Commoninja', 'Cornerstone', 'DAV', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'HMDG', 'M247', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Oddle', 'Pico CSS', 'SMC', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8', 'YouTube']"
stcgold.org,STC Cash for Silver and Gold | St Charles Gold and Silver Buyers,STC Cash for Silver and Gold,GRC,87,95631,2026-09-13T09:00:17.063020889Z,"['34SP.com', 'AWS WAF Challenge', 'About Cookies', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Commoninja', 'DAV', 'Etsy', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Kitco', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Ntent', 'Oddle', 'Pico CSS', 'Prospective', 'QUIC', 'SMC', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8', 'Yelp Badge', 'YouTube']"
cdmautodetailing.com,CDM Auto Detailing - Best Car Detailing and Valeting in Maidstone,CDM Auto Detailing,GBR,82,134135,2026-09-13T08:45:28.944403083Z,"['34SP.com', 'About Cookies', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Coming Soon Page', 'DAV', 'DC74', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'M247', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Ntent', 'ON24', 'Oddle', 'QUIC', 'SMC', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8', 'Yell Business', 'YouTube']"
jenniferjones.store,Jennifer Jones Store,,,77,17914,2026-09-13T07:48:14.16747331Z,"['Alternate Protocol', 'Apture Linking Platform', 'Beacons', 'Endis', 'FreePrivacyPolicy.com', 'GZIP Module', 'Google Cloud', 'Google Cloud DNS', 'Google Font API', 'Material-UI', 'Microdata for Google Shopping', 'Next.js', 'PWA', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Unsplash', 'YouTube', 'shadcn ui']"
composureapparel.com,Composure Apparel - Handmade Clothing and Accessories Shop - Riverside,Quiet is Loud,,62,88135,2026-09-13T07:48:14.155636301Z,"['About Cookies', 'Apture Linking Platform', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Coming Soon Page', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'M247', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Oddle', 'Pico CSS', 'SMC', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8', 'YouTube']"
resetfunding.com,Reset Funding - Small Business Loan Broker in Las Vegas,Reset Funding,USA,87,510001,2026-09-13T07:48:14.13722654Z,"['34SP.com', 'AWS WAF Challenge', 'About Cookies', 'Amazon Widgets', 'AnyChat', 'Apture Linking Platform', 'Asana', 'Better Lead Generation Services', 'Canva Websites', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Cornerstone', 'Dun and BradStreet', 'Experian Marketing Services', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Gambling Content', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Harbor', 'Hootsuite Badge', 'InitiativeS', 'Interchange', 'Landis Holdings', 'Material-UI', 'NFOrce Internet', 'Neighborhoods', 'Network Advertising Initiative', 'Oddle', 'Parcel', 'Perl', 'Prospective', 'QUIC', 'SMC', 'Salesforce', 'Salesforce Experience Cloud', 'Salesforce Hosted', 'Say what', 'Thank You', 'The Fresh', 'Trello', 'Twitter Ads', 'UENI', 'UTF-8', 'Underscores', 'Vector Internet Services', 'Wave', 'YouTube', 'monday.com']"
myfitnesspal.ci,Calorie Tracker & BMR Calculator to Reach Your Goals | MyFitnessPal,,,62,75639,2026-09-13T07:48:14.125439686Z,"['AWS WAF Challenge', 'Adult Content', 'Alternate Protocol', 'Amazon WAF Blocked', 'App Store', 'Aruba', 'ClickOn', 'Cloudflare', 'Cloudflare Web Analytics', 'Coming Soon Page', 'DAV', 'Datadog', 'Enjoi', 'Express', 'Facebook Reseller', 'Fireblade', 'Google', 'Google Analytics', 'Google My Business', 'Google Play', 'Google Tag Manager', 'ID Services', 'Instagram Follow Button', 'Landis Holdings', 'Material-UI', 'NFOrce Internet', 'Next.js', 'Perl', 'Pleroma', 'QUIC', 'Say what', 'Share Link', 'Sourcepoint', 'Thank You', 'Trainerize', 'Twitter Ads', 'UTF-8', 'Underscores', 'YouTube', 'eLand']"
affordablescreenrooms.com,Affordable Screen Rooms Co. | Aluminum Enclosures | Port Saint Lucie,Affordable Screen Rooms,USA,82,145535,2026-09-13T07:35:22.379037096Z,"['34SP.com', 'About Cookies', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Coming Soon Page', 'DAV', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Customer Reviews', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Investor Relations', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Ntent', 'ON24', 'Oddle', 'Pico CSS', 'Prospective', 'QUIC', 'SMC', 'Tailwind CSS', 'Thank You', 'The Fresh', 'Twitter Ads', 'UENI', 'UTF-8']"
tiredofthat9to5.com,Tiredofthat9to5.com INC | A low voltage company | We'll plug you in!,TiredofThat9to5.com INC,USA,77,91295,2026-09-13T07:35:22.370940509Z,"['34SP.com', 'About Cookies', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Elfsight', 'Express', 'Financial Services Guide', 'Fireblade', 'Font Awesome', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'M247', 'Material-UI', 'NFOrce Internet', 'Network Advertising Initiative', 'Oddle', 'OpenAI', 'Perl', 'Pico CSS', 'SMC', 'Tailwind CSS', 'Thank You', 'Twitter Ads', 'UENI', 'UTF-8']"
