domain,title,business_name,country,seo_score,tech_spend,crawled_at,technologies
soargis.com,SOAR | AI Automation and Machine Learning Solutions,,IND,72,180,2026-09-13T18:18:07.008218186Z,"['Content Delivery Network', 'Financial Services Guide', 'GZIP Module', 'Google Analytics', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'Material-UI', 'Next.js', 'Nginx', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'Ubuntu']"
hop.group,HOP Interiors | Workplace Design & Build,HOP,GBR,72,600,2026-09-13T18:18:07.003935443Z,"['Adobe Creative Cloud WebFonts', 'Content Delivery Network', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'UTF-8', 'Vercel', 'WordPress', 'shadcn ui']"
olesgergun.com,Oles Gergun | Design Engineer,,ESP,72,9156,2026-09-13T18:18:07.003186475Z,"['Cloudflare', 'DAV', 'GZIP Module', 'Idaq', 'Microdata for Google Shopping', 'Netlify', 'Next.js', 'Nginx', 'Pleroma', 'Sanity', 'Subversion', 'Svelte', 'UTF-8', 'Ubuntu', 'University or College', 'Vector Internet Services', 'Vercel']"
telephile.club,Home | TELEPHILE,,PHL,67,1500,2026-09-13T18:18:06.995885514Z,"['Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Content Delivery Network', 'NFOrce Internet', 'Next.js', 'Pico CSS', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'shadcn ui']"
artdexandcognoscis.com,"Artdex & Cognoscis — Product Engineering & Software Development, Mumbai",Artdex & Cognoscis Technologies LLP,IND,82,15000,2026-09-13T18:18:06.994525545Z,"['AWS WAF Challenge', 'Content Delivery Network', 'GZIP Module', 'Microdata for Google Shopping', 'Next.js', 'Nginx', 'Pleroma', 'Python', 'Tailwind CSS', 'UTF-8', 'Ubuntu', 'University or College', 'shadcn ui']"
admasrijschool.nl,ADMAS RIJSCHOOL,,NLD,50,48,2026-09-13T18:18:06.989286242Z,"['Angular', 'Content Delivery Network', 'Instagram Follow Button', 'Linktree', 'Medium', 'Next.js', 'Pleroma', 'UTF-8', 'Vercel']"
yacinehaddad.com,Yacine Haddad,,,62,15000,2026-09-13T18:18:06.982416902Z,"['Alternate Protocol', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Content Delivery Network', 'Fireblade', 'GitHub Hosting', 'Google Adsense', 'Google Analytics', 'Google Funding Choices', 'Google Matched Content', 'Google Reseller', 'Google Tag Manager', 'Headless UI', 'Instagram Follow Button', 'KaTeX', 'Next.js', 'Pleroma', 'Thank You', 'Twitter Ads', 'UTF-8', 'University or College', 'jsDelivr', 'shadcn ui']"
ktcelektrik.com.tr,KTC Elektrik — Transformer Accessories & High Voltage Solutions,KTC Enerji Elektrik,TUR,77,15240,2026-09-13T18:18:06.964625397Z,"['Alternate Protocol', 'Content Delivery Network', 'Fireblade', 'Microdata for Google Shopping', 'Next.js', 'UTF-8', 'Vercel']"
maverto.com,Maverto — SOPs & decisions inside your web tools,Maverto,,77,,2026-09-13T18:07:16.14756668Z,"['Alternate Protocol', 'Apture Linking Platform', 'ByteDance', 'Content Delivery Network', 'Facebook Conversion Tracking', 'Facebook Login', 'Facebook Messenger Platform', 'Facebook Pixel', 'Facebook Reseller', 'Facebook Tag API', 'GZIP Module', 'Google Analytics', 'Google Tag Manager', 'Microdata for Google Shopping', 'Microsoft Clarity', 'Next.js', 'Nginx', 'Tailwind CSS', 'TikTok Conversion Tracking Pixel', 'UTF-8', 'Ubuntu', 'shadcn ui']"
chaconconsulting.org,"@chaconconsulting | Instagram, Make your own Beacons page",,,62,2610,2026-09-13T18:07:16.141614239Z,"['Alternate Protocol', 'Beacons', 'DAV', 'GZIP Module', 'Google Cloud', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'PWA', 'Subversion', 'UTF-8']"
myfitnesspal.ws,Calorie Tracker & BMR Calculator to Reach Your Goals | MyFitnessPal,,,62,78039,2026-09-13T18:07:16.114863679Z,"['AWS WAF Challenge', 'Adult Content', 'Alternate Protocol', 'Amazon', 'Amazon WAF Blocked', 'App Store', 'Aruba', 'ClickOn', 'Cloudflare', 'Cloudflare Web Analytics', 'Coming Soon Page', 'DAV', 'Datadog', 'Enjoi', 'Express', 'Facebook Reseller', 'Fireblade', 'Google', 'Google Analytics', 'Google My Business', 'Google Play', 'Google Tag Manager', 'ID Services', 'Instagram Follow Button', 'Landis Holdings', 'Material-UI', 'NFOrce Internet', 'Next.js', 'Perl', 'Pleroma', 'QUIC', 'Say what', 'Share Link', 'Sourcepoint', 'Thank You', 'Trainerize', 'Twitter Ads', 'UTF-8', 'Underscores', 'YouTube', 'eLand']"
styletileltd.com,Elegant VPN Solutions for Professionals - STYLE&TILE,,,62,27612,2026-09-13T18:07:16.113427965Z,"['Automattic', 'Content Delivery Network', 'Fastly', 'Fastly CDN', 'Financial Services Guide', 'Fireblade', 'GZIP Module', 'Google Cloud', 'Instagram Follow Button', 'Netlify', 'Next.js', 'Pleroma', 'QUIC', 'UTF-8', 'Unsplash', 'YouTube']"
kritshop.com,Home page,,,47,7599,2026-09-13T18:07:16.109436238Z,"['Adult Content', 'Cloudflare', 'Cloudflare CDN', 'Express', 'Facebook Conversion Tracking', 'Facebook Login', 'Facebook Messenger Platform', 'Facebook Pixel', 'Facebook Reseller', 'Facebook Tag API', 'Fireblade', 'Font Awesome', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8']"
nicoleharaj.dev,Nicole Haraj,,USA,57,200,2026-09-13T17:57:48.397369067Z,"['AWS WAF Challenge', 'Content Delivery Network', 'GitHub Hosting', 'InitiativeS', 'Next.js', 'Tailwind CSS', 'UTF-8', 'Vercel', 'shadcn ui']"
zilledestille-nikolaiviertel.de,Zille Destille,,DEU,57,,2026-09-13T17:57:48.392990952Z,"['Content Delivery Network', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'Vercel', 'shadcn ui']"
lvpaiute.com,Las Vegas Paiute Tribe | Official Tribal Government Website,,USA,87,17460,2026-09-13T17:57:48.389907148Z,"['Alternate Protocol', 'Content Delivery Network', 'Fireblade', 'Google Related Website Sites', 'InitiativeS', 'Microdata for Google Shopping', 'NFOrce Internet', 'Next.js', 'QUIC', 'Sitelinks Search Box', 'Tailwind CSS', 'UTF-8', 'University or College', 'Vercel', 'eLand', 'shadcn ui']"
bookwithnav.com,NAV Productions | Luxury Real Estate Photography & Videography in San Diego,,USA,82,1040,2026-09-13T17:57:48.385727723Z,"['Alternate Protocol', 'Apture Linking Platform', 'Google Cloud DNS', 'Google Cloud Storage', 'Google Maps', 'Google My Business', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'Pleroma', 'QUIC', 'Tailwind CSS', 'YouTube', 'shadcn ui']"
figment.so,Figment | Figma-to-Website in Seconds,,,70,30200,2026-09-13T17:57:48.377827824Z,"['Angular', 'Content Delivery Network', 'Crisp', 'Figma', 'Google', 'Google Analytics', 'Google Cloud CDN', 'Google Cloud DNS', 'Google Font API', 'Google Tag Manager', 'K2F', 'Material-UI', 'Next.js', 'Pleroma', 'Product Hunt', 'QUIC', 'Twitter Ads', 'Twitter CDN', 'UTF-8', 'Vercel']"
travelsaavvybynigeria.com,@travelsaavvybynigeria | Tiktok profile | Beacons,,,62,52814,2026-09-13T17:57:48.3773538Z,"['Alternate Protocol', 'Beacons', 'GZIP Module', 'Google Cloud', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'PWA', 'SMC', 'Subversion', 'TravelJoy', 'UTF-8', 'Unsplash']"
candystart.me,"candystart (@candystart) | TikTok, Twitch | Beacons",,,62,3024,2026-09-13T17:57:48.371041843Z,"['Alternate Protocol', 'Beacons', 'GZIP Module', 'Google Cloud', 'Microdata for Google Shopping', 'Nationwide Mortgage Licensing System and Registry', 'Next.js', 'No-Q', 'PWA', 'Subversion', 'Telegram', 'UTF-8', 'Unsplash']"
foremarket.se,Foremarket,Foremarket,ITA,77,19014,2026-09-13T17:57:48.36981862Z,"['Amazon', 'Amazon CloudFront', 'Amazon Route 53', 'Amazon WAF Blocked', 'App Store', 'CloudFront', 'Coming Soon Page', 'Content Delivery Network', 'Cybot', 'Fireblade', 'Google Analytics', 'Google My Business', 'Google Play', 'Google Tag Manager', 'Instagram Follow Button', 'Line2', 'Next.js', 'QUIC', 'Shopify', 'Shopify Collabs', 'UTF-8', 'eLand', 'shadcn ui']"
futureschoolsystem.pk,Future School System - Quality Education in Okara,,PAK,77,240,2026-09-13T17:57:48.363372291Z,"['Content Delivery Network', 'Microdata for Google Shopping', 'Next.js', 'Pleroma', 'QUIC', 'Tailwind CSS', 'UTF-8', 'University or College', 'Vercel']"
asilargun.com,"Asil Argun | Tattoo, Mural & Contemporary Artist",,TUR,62,240,2026-09-13T17:57:48.356667082Z,"['Alternate Protocol', 'Cloudflare', 'Cloudflare CDN', 'DoubleClick Bid Manager', 'Express', 'Facebook Reseller', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'Tailwind CSS', 'UTF-8', 'Vercel', 'YouTube', 'shadcn ui']"
uniaccessglobaledu.com,"Study Abroad Consultants in Ambala, Haryana | UniAccess Global Education",,IND,82,2680,2026-09-13T17:57:48.349345814Z,"['Alternate Protocol', 'Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'QUIC', 'Sitelinks Search Box', 'Tailwind CSS', 'UTF-8', 'University or College', 'Vercel', 'YouTube', 'eLand', 'shadcn ui']"
dudek.sh,artur dudek.,,,42,7500,2026-09-13T17:57:48.348693762Z,"['Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Content Delivery Network', 'Fireblade', 'Next.js', 'Pleroma', 'UTF-8']"
myancare.org,MyanCare,,MMR,65,5460,2026-09-13T17:57:48.347092501Z,"['App Store', 'Content Delivery Network', 'DC74', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Google Play', 'Google Tag Manager', 'Investor Relations', 'Material-UI', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'Vercel', 'YouTube', 'shadcn ui']"
wchs.page,Williamsburg Charter High School,,,52,5160,2026-09-13T17:57:48.330948835Z,"['Alternate Protocol', 'Beacons', 'Calendly', 'GZIP Module', 'Giphy', 'GoFundMe', 'Google Cloud', 'Google Forms', 'Google My Business', 'Instagram Follow Button', 'KVH', 'Microdata for Google Shopping', 'Next.js', 'PWA', 'QUIC', 'Subversion', 'Twitter Ads', 'UTF-8', 'University or College', 'Unix', 'YouTube']"
setmoney.app,SetMoney – Best Budgeting App and Expense Tracker,,,67,21979,2026-09-13T17:46:29.591971684Z,"['AWS WAF Challenge', 'Alternate Protocol', 'Coming Soon Page', 'Content Delivery Network', 'Crisp', 'Gambling Content', 'Google', 'Google Cloud DNS', 'Google Font API', 'Google Related Website Sites', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'PWA', 'Pleroma', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Vercel', 'Yandex Hosting', 'shadcn ui']"
dhantechnologies.com,Dhan Technologies,,IND,62,240,2026-09-13T17:46:29.569250445Z,"['Content Delivery Network', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'Vercel', 'shadcn ui']"
diaz.ie,"Digital Marketing Agency Ireland: SEO, Ads & Web Design",,IRL,87,,2026-09-13T17:46:29.565216009Z,"['Alternate Protocol', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'Google My Business', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Next.js', 'Pleroma', 'QUIC', 'Twitter Ads', 'UTF-8', 'eLand']"
rutgerschimmel.nl,Rutger Schimmel,,NLD,52,,2026-09-13T17:46:29.544112898Z,"['App Store', 'Content Delivery Network', 'GitHub Hosting', 'Next.js', 'Tailwind CSS', 'UTF-8', 'Vercel']"
chignolli.com,Matheus Chignolli - Software Engineer Portfolio,,,67,228,2026-09-13T17:46:29.541338951Z,"['Alternate Protocol', 'Content Delivery Network', 'GitHub Hosting', 'Google Analytics', 'Google Tag Manager', 'Medium', 'Microdata for Google Shopping', 'Netlify', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'shadcn ui']"
orla.media,Orla Health Coach,,USA,72,2680,2026-09-13T17:34:46.889458072Z,"['Content Delivery Network', 'DAV', 'Google', 'Google Cloud DNS', 'Google Font API', 'Next.js', 'Pleroma', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Vercel', 'shadcn ui']"
santafecasaclub.com,Santa Fé Casa Club,,ARG,67,4240,2026-09-13T17:34:46.883357639Z,"['Adult Content', 'Cloudinary', 'Content Delivery Network', 'Google My Business', 'Instagram Follow Button', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'Vercel', 'shadcn ui']"
johnscrugham.com,Portfolio,,,62,30384,2026-09-13T17:34:46.875140672Z,"['Alternate Protocol', 'Content Delivery Network', 'GitHub Hosting', 'K2F', 'Next.js', 'Ntent', 'Super', 'UTF-8', 'Vector Internet Services', 'Vercel', 'YouTube']"
evrev.in,EVREV.in | India's B2B Marketplace for EV Components,,,57,,2026-09-13T17:34:46.860801357Z,"['Next.js', 'Tailwind CSS', 'shadcn ui']"
wannagomap.com,Wannago Map,,,57,63,2026-09-13T17:34:46.849469489Z,"['App Store', 'Content Delivery Network', 'Google', 'Google Analytics', 'Google Cloud CDN', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Google Play', 'Google Tag Manager', 'Next.js', 'Pleroma', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Vercel']"
wli.im,Will Li,,CAN,55,,2026-09-13T17:34:46.840683383Z,"['Express', 'GitHub Hosting', 'Next.js', 'PHP', 'Pleroma', 'Python', 'University or College']"
thesylvanstandard.co.uk,The Sylvan Standard — Food Hygiene Rating consultancy,,GBR,67,15000,2026-09-13T17:34:46.833144997Z,"['Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Fireblade', 'Next.js', 'Tailwind CSS', 'UTF-8', 'shadcn ui']"
dayanacorp.com,Dayana Group | Embedded IT Management for Hospitality & Real Estate,Dayana Group,FRA,77,171619,2026-09-13T17:34:46.829626521Z,"['Alternate Protocol', 'Amazon', 'Coming Soon Page', 'Content Delivery Network', 'Fireblade', 'Google', 'Google Cloud DNS', 'Google Font API', 'Microdata for Google Shopping', 'NFOrce Internet', 'Next.js', 'Salesforce Hosted', 'Tailwind CSS', 'UTF-8', 'Vercel', 'YouTube', 'eLand', 'shadcn ui']"
maamspy.com,Al Amin Mollah,,BGD,67,900,2026-09-13T17:34:46.829150915Z,"['ArvanCloud', 'Content Delivery Network', 'GitHub Hosting', 'Google Analytics', 'Google Tag Manager', 'Instagram Follow Button', 'Next.js', 'PHP', 'Tailwind CSS', 'UTF-8', 'University or College', 'Vercel', 'jsDelivr', 'shadcn ui']"
waterwoodyearsmassageok.com,Water Wood Years Massage,,USA,67,420,2026-09-13T17:34:46.828621387Z,"['CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'Google Analytics', 'Google My Business', 'Google Tag Manager', 'Line2', 'Netlify', 'Next.js', 'Pleroma', 'UTF-8']"
