domain,title,business_name,country,seo_score,tech_spend,crawled_at,technologies
drmanishaojha.com,Dr M. - Your Guide in Medical Coding & RCM,,,47,,2026-09-13T11:31:26.151807889Z,"['Content Delivery Network', 'Netlify', 'Next.js', 'UTF-8']"
cedarparkbouncehouserentals.com,Bounce House Rentals Cedar Park TX | #1 Inflatable Rentals in...,,BRA,77,6976,2026-09-13T11:25:26.150640142Z,"['Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Google Related Website Sites', 'Interchange', 'Microdata for Google Shopping', 'Neighborhoods', 'Netlify', 'Oddle', 'OpenAI', 'QUIC', 'Sitelinks Search Box', 'UTF-8']"
novuswebstudio.com,Novus Web Studio,,,67,3320,2026-09-13T11:22:15.573269424Z,"['Astro', 'Better Lead Generation Services', 'Calendly', 'Content Delivery Network', 'Google', 'Google Analytics', 'Google Cloud CDN', 'Google Tag Manager', 'Heroku', 'Netlify', 'PWA', 'Tailwind CSS', 'UTF-8', 'Web Studio', 'shadcn ui']"
smallshopinc.com,Smallshop International LLC,,,60,7763,2026-09-13T11:22:15.571137903Z,"['AWS WAF Challenge', 'Content Delivery Network', 'Corporate Governance and Regulatory Compliance', 'DAV', 'Fireblade', 'Google', 'Google Cloud DNS', 'Google Font API', 'InitiativeS', 'Instagram Follow Button', 'Netlify', 'Twitter Ads', 'UTF-8']"
homely.mx,Homely - Limpieza profesional,,MEX,72,127257,2026-09-13T11:22:15.570930551Z,"['34SP.com', 'Azion', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Web Analytics', 'Content Delivery Network', 'DAV', 'Federal Deposit Insurance Corporation', 'Financial Services Guide', 'Fireblade', 'Google Analytics', 'Google Tag Manager', 'Instagram Follow Button', 'K2F', 'KVH', 'Netlify', 'Next.js', 'No-Q', 'Ntent', 'Paessler', 'Pleroma', 'RM Education', 'RawGit', 'SMC', 'Subversion', 'Tailwind CSS', 'Typeform', 'UTF-8', 'Visx', 'YouTube']"
ticktockinc.com,Tick Tock Inc.,,,47,,2026-09-13T11:22:15.555065453Z,"['Content Delivery Network', 'Gatsby JS', 'GitHub Hosting', 'Google Analytics', 'Netlify', 'Tailwind CSS', 'UTF-8']"
nakisoba.ca,Nakisoba Dog Training - Comox Valley,Nakisoba Dog Training,,82,19627,2026-09-13T11:22:15.552071252Z,"['AWS WAF Challenge', 'Adobe Creative Cloud WebFonts', 'Content Delivery Network', 'Font Awesome', 'Google', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Google Tag Manager', 'Instagram Follow Button', 'Microdata for Google Shopping', 'NFOrce Internet', 'Netlify', 'Tailwind CSS', 'UTF-8']"
byfar.fi,Byfar,,FIN,40,1120,2026-09-13T11:22:15.546952442Z,"['Adobe Creative Cloud WebFonts', 'Cisco/Arrowpoint Content Service Switch', 'Content Delivery Network', 'Netlify', 'Next.js', 'Styled Components', 'UTF-8']"
trackcircuitsystem.in,Track Circuit System,,IND,62,228,2026-09-13T11:22:15.535141841Z,"['FreeCSSTemplates', 'Netlify', 'Tailwind CSS', 'UTF-8']"
jamesmichaelfoster.com,James Foster — Lead Product Designer,,CAN,67,2668,2026-09-13T11:22:15.522603805Z,"['Content Delivery Network', 'Giphy', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'UTF-8']"
explorertaxiservice.com,Taxi PMR Paris · Explorer Taxi — Wheelchair-accessible Transfers,,FRA,82,3388,2026-09-13T11:13:26.157164581Z,"['Alternate Protocol', 'Book Direct', 'Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Customer Reviews', 'Google Font API', 'Google Related Website Sites', 'Microdata for Google Shopping', 'Netlify', 'Tailwind CSS', 'UTF-8']"
chemmathbootcamp.com,Math Bootcamp,,BRA,72,1468,2026-09-13T11:11:21.341701834Z,"['Camp', 'Content Delivery Network', 'DAV', 'Gatsby JS', 'Google Cloud DNS', 'Google Font API', 'License Buttons', 'Netlify', 'Python', 'QUIC', 'UTF-8', 'University or College', 'eLand']"
moritzhartig.com,Moritz Hartig | Welcome,,DEU,87,228,2026-09-13T11:11:21.331001619Z,"['Alpine.js', 'Alternate Protocol', 'Content Delivery Network', 'GitHub Hosting', 'License Buttons', 'Netlify', 'PHP', 'UTF-8', 'University or College', 'shadcn ui']"
gabrielsys.com,Gabriel Systems,,,50,7563,2026-09-13T11:11:21.316805966Z,"['Alternate Protocol', 'Content Delivery Network', 'DAV', 'Fireblade', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'QUIC', 'UTF-8']"
jeremyjensen.net,Jeremy Jensen,,USA,60,3,2026-09-13T11:11:21.311549215Z,"['BootstrapMade', 'Content Delivery Network', 'Google Cloud DNS', 'Google Font API', 'Instagram Follow Button', 'Netlify', 'Tailwind CSS', 'UTF-8', 'University or College']"
atmheatingandairservice.com,"AC & Heating Repair Jacksonville, NC | ATM Heating and Air Service",,USA,82,903,2026-09-13T11:11:21.30509657Z,"['Content Delivery Network', 'Font Awesome', 'Google Customer Reviews', 'Google My Business', 'Netlify', 'Netlify Forms', 'Schedulista', 'Stripe', 'Tailwind CSS', 'UTF-8', 'jsDelivr', 'shadcn ui']"
ae-lhc.com,Alix Lahuec,,,62,17767,2026-09-13T11:11:21.299285003Z,"['Content Delivery Network', 'Dialogue', 'Font Awesome', 'GitHub Hosting', 'Google', 'Google Cloud DNS', 'Google Font API', 'Hugo', 'Netlify', 'Python', 'Twitter Ads', 'UTF-8', 'University or College']"
viniciusmenezes.com.br,Vinicius Menezes,,BRA,70,367,2026-09-13T11:11:21.293738194Z,"['Content Delivery Network', 'Font Awesome', 'GitHub Hosting', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Netlify', 'PHP', 'Python', 'Tailwind CSS', 'UTF-8', 'University or College', 'jQuery']"
msndynamics.com,"MSN Dynamics | Engineering, Systems and Operational Intelligence",MSN Dynamics,,72,9056,2026-09-13T11:07:26.156139128Z,"['Alternate Protocol', 'Apture Linking Platform', 'Content Delivery Network', 'Google', 'Google My Business', 'Microdata for Google Shopping', 'Netlify', 'Netlify Forms', 'Tailwind CSS', 'UTF-8', 'Vector Internet Services', 'reCAPTCHA']"
fridgefix.us,Refrigerator Repair Commercial & Residential | FridgeFix,FridgeFix,USA,87,696,2026-09-13T10:49:49.932232623Z,"['Astro', 'Better Lead Generation Services', 'Content Delivery Network', 'Express', 'Google Analytics', 'Google My Business', 'Google Tag Manager', 'IcoMoon', 'Microdata for Google Shopping', 'Netlify', 'Perl', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Yelp Badge', 'YouTube']"
jordimolins.com,Jordi Molins,,ESP,67,15228,2026-09-13T10:49:49.919471609Z,"['AWS WAF Challenge', 'Astro', 'Content Delivery Network', 'Netlify', 'UTF-8', 'shadcn ui']"
elitedzinesbeautybarandspa.com,Elite D’zines Beauty Bar and Spa,,,62,267,2026-09-13T10:49:49.917755964Z,"['Coming Soon Page', 'Content Delivery Network', 'Instagram Follow Button', 'Netlify', 'UTF-8']"
betsys.org,Female Plumbing Near You | Betsy's Plumbing,,GBR,77,4740,2026-09-13T10:49:49.91549123Z,"['Amazon', 'Calendly', 'Content Delivery Network', 'Facebook Conversion Tracking', 'Facebook Login', 'Facebook Messenger Platform', 'Facebook Pixel', 'Facebook Reseller', 'Facebook Tag API', 'Google Analytics', 'Google My Business', 'Google Related Website Sites', 'Google Tag Manager', 'Netlify', 'QUIC', 'Tailwind CSS', 'UTF-8', 'WF Cookie Consent', 'YouTube', 'reCAPTCHA']"
goldenpipitcareers.com,Golden Pipit Careers — Shift Happens. Land Well.,,KEN,72,25088,2026-09-13T10:43:26.150709007Z,"['Calendly', 'Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'Netlify Forms', 'Prospective', 'Recruiting.com', 'UTF-8']"
nodecongress.com,Node Congress,,USA,72,46404,2026-09-13T10:38:59.058588144Z,"['Amazon CloudFront', 'Apture Linking Platform', 'CloudFront', 'Cloudflare', 'Cloudflare CDN', 'Cloudflare Workers', 'Content Delivery Network', 'Corporate Governance and Regulatory Compliance', 'DAV', 'Facebook Conversion Tracking', 'Facebook Login', 'Facebook Messenger Platform', 'Facebook Pixel', 'Facebook Reseller', 'Facebook Tag API', 'Fireblade', 'GitHub Hosting', 'Google', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Google Forms', 'Google My Business', 'Google Tag Manager', 'HMDG', 'Heroku', 'Hotjar', 'Imgix', 'InitiativeS', 'Instagram Follow Button', 'LinkedIn Insights', 'LinkedIn Pixel', 'Medium', 'Netlify', 'Ntent', 'Payload CMS', 'QUIC', 'SpatialChat', 'Tailwind CSS', 'Tito', 'Twitter Ads', 'Twitter Analytics', 'UTF-8', 'University or College', 'Vector Internet Services', 'Vercel', 'YouTube', 'Zoom Video Conferencing', 'eLand', 'jsDelivr', 'shadcn ui']"
hi-drones.in,"Hi-Drones | Professional Drone Services – Nagpur, India",,IND,55,3,2026-09-13T10:31:26.15183305Z,"['Better Lead Generation Services', 'Coming Soon Page', 'Content Delivery Network', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'UTF-8']"
hydrotecpressurecleaning.com,Hydrotec Pressure Cleaning Services LLC,,USA,52,258,2026-09-13T10:26:30.905628362Z,"['Better Lead Generation Services', 'Content Delivery Network', 'ElementUI', 'Formspree', 'Google Cloud DNS', 'Google Font API', 'Icons8', 'Netlify', 'UTF-8']"
be-print.biz,be PRINT,,,47,,2026-09-13T10:25:26.151331694Z,"['Content Delivery Network', 'Instagram Follow Button', 'Netlify', 'Next.js', 'QUIC', 'Tailwind CSS', 'UTF-8', 'shadcn ui']"
britalbinart.com,Brit Albin Art | Home | Tulsa Ok,Brit Albin Art,,72,4248,2026-09-13T10:18:44.183471905Z,"['Apture Linking Platform', 'Content Delivery Network', 'Express', 'ImageKit.io', 'Instagram Follow Button', 'Line2', 'Microdata for Google Shopping', 'Netlify', 'UTF-8']"
reliablehvacandplumbing.com,"Reliable HVAC & Plumbing-Professional Heating, Air Conditioning, Ventilation, and Plumbing - Reliable Hvac Plumbing",,USA,77,4393,2026-09-13T10:18:44.181350085Z,"['Bing Cashback', 'Cloudflare', 'Constant Contact', 'Content Delivery Network', 'Express', 'Google', 'Google Analytics', 'Google Cloud CDN', 'Google Cloud DNS', 'Google Cloud Storage', 'Google Tag Manager', 'Instagram Follow Button', 'Netlify', 'Perl', 'Unsplash', 'WebsiteBuilder']"
sociallyeverywhere.com,Social Media Agency Barcelona & Reus | Socially Everywhere,,ESP,82,17668,2026-09-13T10:18:44.180997515Z,"['AWS WAF Challenge', 'Alternate Protocol', 'Content Delivery Network', 'DoubleClick Bid Manager', 'Google', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Netlify', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'shadcn ui']"
julianboxan.com,Julian Boxan | Home,,,42,21198,2026-09-13T10:18:44.166581996Z,"['Cisco/Arrowpoint Content Service Switch', 'Content Delivery Network', 'DAV', 'Gatsby JS', 'GitHub Hosting', 'KVH', 'Netlify', 'No-Q', 'SMC', 'UTF-8']"
endriyas.com,"Endriyas Yeshidniber | Software Engineer — Addis Ababa, Ethiopia",,ETH,87,2668,2026-09-13T10:18:44.143005349Z,"['Alternate Protocol', 'Content Delivery Network', 'GitHub Hosting', 'Google', 'Google Cloud DNS', 'Google Font API', 'Microdata for Google Shopping', 'Netlify', 'Parcel', 'Telegram', 'Twitter Ads', 'UTF-8', 'University or College']"
806tips.com,806 Tips - Maui Vacation Guide & Local Secrets,,NZL,77,30228,2026-09-13T10:18:44.13844111Z,"['Apture Linking Platform', 'CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'Google My Business', 'Instagram Follow Button', 'Netlify', 'QUIC', 'The Fresh', 'UTF-8', 'Walmart', 'Way']"
uniquebg.net,Unique Engineering | Smart Home Automation,,BGR,72,948,2026-09-13T10:04:04.139743637Z,"['Content Delivery Network', 'Google My Business', 'Google Related Website Sites', 'Instagram Follow Button', 'Netlify', 'Next.js', 'Pleroma', 'Tailwind CSS', 'UTF-8', 'YouTube', 'shadcn ui']"
onecsg.com,ONE—CSG,,GBR,52,,2026-09-13T10:04:04.135571492Z,"['Content Delivery Network', 'GitHub Hosting', 'Netlify', 'Nuxt.js', 'UTF-8']"
rishiassociates.com,Rishi Associates | Under Construction,,,62,307,2026-09-13T09:52:09.744491588Z,"['Alternate Protocol', 'Coming Soon Page', 'Content Delivery Network', 'Google Cloud DNS', 'Google Font API', 'Google My Business', 'Instagram Follow Button', 'Microdata for Google Shopping', 'Netlify', 'UTF-8', 'University or College', 'YouTube']"
funnybadges.show,Funny Badges: Countdown,,,72,19207,2026-09-13T09:52:09.743807417Z,"['AWS WAF Challenge', 'CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Coming Soon Page', 'Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Hugo', 'NFOrce Internet', 'Netlify', 'QUIC', 'UTF-8']"
en-en-en-tonicgreens.com,TonicGreens™ Official | Immune Support Superfood Formula,,USA,82,36568,2026-09-13T09:52:09.741325909Z,"['AWS WAF Challenge', 'Baidu Cloud', 'Bulma', 'Content Delivery Network', 'Fireblade', 'Google Cloud DNS', 'Google Font API', 'Microdata for Google Shopping', 'NFOrce Internet', 'Netlify', 'Schema Plugin', 'Tailwind CSS', 'UTF-8', 'Yandex Hosting']"
sfgeo.com.au,Geotechnical Engineer Sydney | Solid Foundation Geotechnical,,AUS,82,228,2026-09-13T09:52:09.726794087Z,"['Alternate Protocol', 'Better Lead Generation Services', 'Content Delivery Network', 'Google Analytics', 'Google Maps', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'Netlify', 'Next.js', 'Perl', 'QUIC', 'Tailwind CSS', 'UTF-8']"
mmar.co,"Matthew Marco ☂ Human-Centered Design Leadership, New York",,USA,72,588,2026-09-13T09:43:40.30750203Z,"['Adobe Creative Cloud WebFonts', 'Content Delivery Network', 'Netlify', 'QUIC', 'Tailwind CSS', 'UTF-8', 'University or College']"
metalpostertown.in,Poster Town — Coming Soon,,,35,3,2026-09-13T09:43:40.293782521Z,"['Coming Soon Page', 'Content Delivery Network', 'Google Cloud DNS', 'Google Font API', 'Instagram Follow Button', 'Netlify', 'UTF-8']"
nicomnr.site,Nicolas Manurung — Software Engineer,,,57,,2026-09-13T09:43:40.290887349Z,"['Content Delivery Network', 'Express', 'GitHub Hosting', 'Netlify', 'Svelte']"
prostoleo-dev.com,Porfolio of Leonid Radostnov web developer | Prostoleo.dev - turnkey development of professional websites,,,62,11068,2026-09-13T09:32:46.907785937Z,"['ADFOX', 'Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Microdata for Google Shopping', 'Netlify', 'Nuxt.js', 'PHP', 'PWA', 'Tailwind CSS', 'UTF-8', 'VitePress', 'Yandex Hosting', 'Yandex Metrika', 'shadcn ui']"
lopezmasonrytx.com,Lopez Masonry | Home,,USA,72,2027,2026-09-13T09:32:46.893004262Z,"['ArvanCloud', 'Astro', 'Better Lead Generation Services', 'Content Delivery Network', 'Font Awesome', 'Google Cloud DNS', 'Google Cloud Storage', 'Google Customer Reviews', 'Google My Business', 'Netlify', 'QUIC', 'Tailwind CSS', 'eLand', 'jsDelivr', 'shadcn ui']"
homeremodelingrenovationllc.com,Home Remodeling & Renovation LLC | Home,,USA,72,2527,2026-09-13T09:32:46.893100788Z,"['ArvanCloud', 'Astro', 'Better Lead Generation Services', 'Content Delivery Network', 'Font Awesome', 'Google Cloud DNS', 'Google Cloud Storage', 'Google My Business', 'Heroku', 'Netlify', 'Tailwind CSS', 'eLand', 'jsDelivr', 'shadcn ui']"
trickyfoxmedia.com,Top Wedding Photography in Kochi | Kerala | Trickyfox Media,,IND,82,367,2026-09-13T09:32:46.892662057Z,"['AJAX Libraries API', 'Apture Linking Platform', 'CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'ElementUI', 'Font Awesome', 'Google Analytics', 'Google Cloud DNS', 'Google My Business', 'Google Tag Manager', 'Instagram Follow Button', 'Netlify', 'QUIC', 'Tailwind CSS', 'UTF-8', 'jQuery', 'jsDelivr']"
facepaintlosangeles.com,FacePaint LA | Face Painting and Glitter Tattoos in Los Angeles,,USA,82,1456,2026-09-13T09:20:59.480433623Z,"['Content Delivery Network', 'Google Cloud DNS', 'Google Font API', 'Instagram Follow Button', 'Microsoft Authentication Library for JavaScript', 'Netlify', 'Oddle', 'UTF-8', 'Yelp Badge', 'jsDelivr']"
rainbowhealthmassage.com,Za-Zen Foot Reflexology & Spa,,,62,420,2026-09-13T09:20:59.475401393Z,"['CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'Google Analytics', 'Google My Business', 'Google Tag Manager', 'Line2', 'Netlify', 'Next.js', 'Pleroma', 'UTF-8']"
tamamatcha.shop,Matcha Bar Berlin for Events & Catering | Tama Matcha,,DEU,92,238,2026-09-13T09:20:59.469231348Z,"['Alternate Protocol', 'Better Lead Generation Services', 'Content Delivery Network', 'Google Analytics', 'Google Tag Manager', 'Instagram Follow Button', 'Lightwidget', 'Microdata for Google Shopping', 'Netlify', 'Next.js', 'Perl', 'QUIC', 'Tailwind CSS', 'UTF-8', 'shadcn ui']"
webifysolutions.co,Ruby on Rails Development | Webify Solutions,,GBR,77,1571,2026-09-13T09:20:59.457986539Z,"['BootstrapMade', 'Content Delivery Network', 'DAV', 'FormSubmit', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Google Related Website Sites', 'Google Tag Manager', 'IcoMoon', 'Netlify', 'PHP', 'Tailwind CSS', 'Thank You', 'Twitter Ads', 'UTF-8']"
isf.video,ISF,,,45,99,2026-09-13T09:11:24.686866977Z,"['Content Delivery Network', 'Format', 'GitHub Hosting', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'UTF-8']"
ezgikaraca.com,Ezgi Arkan,,,37,63,2026-09-13T09:11:24.685469501Z,"['Content Delivery Network', 'GitHub Hosting', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'UTF-8']"
ricardopillay.dev,Ricardo Pillay,,,50,102,2026-09-13T09:11:24.680400715Z,"['AJAX Libraries API', 'Bulma', 'CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'Font Awesome', 'Google Cloud DNS', 'Netlify', 'Python', 'UTF-8', 'jQuery', 'jsDelivr']"
lizclarkinteriors.com,Liz Clark Interiors | Luxury Interior Design,,USA,77,312,2026-09-13T09:11:24.65347559Z,"['Content Delivery Network', 'DAV', 'Instagram Follow Button', 'Netlify', 'Next.js', 'Pleroma', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Unsplash']"
buyplot.in,BuyPlot.in - Premium Properties in UP & Uttarakhand | Trusted Real Estate,,IND,77,15351,2026-09-13T09:00:17.114535926Z,"['AWS WAF Challenge', 'Coming Soon Page', 'Content Delivery Network', 'Express', 'Netlify', 'Next.js', 'Pleroma', 'QUIC', 'Tailwind CSS', 'UTF-8', 'Unsplash']"
salesfox.fi,SalesFox – Smarter Access. Faster Growth.,,FIN,77,324,2026-09-13T09:00:17.111921976Z,"['Astro', 'Content Delivery Network', 'Netlify', 'Tailwind CSS', 'Thank You', 'Twitter Ads', 'UTF-8', 'Web3Forms', 'shadcn ui']"
3seas-energy.com,Home | 3 Seas Energy,,USA,67,3028,2026-09-13T09:00:17.092940496Z,"['Adobe Creative Cloud WebFonts', 'Alternate Protocol', 'Content Delivery Network', 'DAV', 'Express', 'Fastly', 'Gatsby JS', 'Google Analytics', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'UTF-8']"
octos.company,Octos | Mobile App Development & Growth Agency,,,57,7563,2026-09-13T09:00:17.083703263Z,"['Content Delivery Network', 'Fireblade', 'Gambling Content', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'Tailwind CSS', 'UTF-8']"
vetsdiscclub.org,Veteran's Disc Club Inc.,,,52,122,2026-09-13T09:00:17.046963296Z,"['Content Delivery Network', 'Cornerstone', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'UTF-8']"
sarangarments.com,Saran Garments – Global Textiles Manufacturer and Exporter,Saran Garments,IND,77,2668,2026-09-13T08:34:08.746970651Z,"['Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Google Maps', 'Google My Business', 'Microdata for Google Shopping', 'Netlify', 'UTF-8']"
easyautomation.pro,AD Automation Pro - Streamline Active Directory Management,,,45,3,2026-09-13T08:28:26.15651996Z,"['CDN JS', 'Cloudflare', 'Cloudflare CDN', 'Content Delivery Network', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'Tailwind CSS', 'UTF-8']"
narissawright.co.uk,Narissa Wright | Founder of I Am Chosen,Narissa Wright,,82,1292,2026-09-13T08:24:25.374678664Z,"['Big Cartel', 'Coming Soon Page', 'Content Delivery Network', 'CookieYes', 'Digital Ocean Spaces', 'Google Analytics', 'Google Tag Manager', 'Instagram Follow Button', 'Line2', 'Microdata for Google Shopping', 'Netlify', 'UTF-8']"
amdiensteleistung.de,AM Dienstleistungen,,DEU,65,463,2026-09-13T08:24:25.347002225Z,"['Bulma', 'Content Delivery Network', 'Font Awesome', 'FormSubmit', 'Google Cloud DNS', 'Google Font API', 'Instagram Follow Button', 'Netlify', 'UTF-8', 'jsDelivr']"
leomonnier.ch,Leo Monnier,,CHE,57,63,2026-09-13T08:24:25.340443981Z,"['Astro', 'Content Delivery Network', 'Google', 'Google Cloud DNS', 'Google Font API', 'Netlify', 'Tailwind CSS', 'YouTube']"
